id,tag,patterns,responses
34,smalltalk.appraisal.good,that's nice of you,
34,smalltalk.appraisal.good,it's perfect,
34,smalltalk.appraisal.good,that's awesome thank you,
34,smalltalk.appraisal.good,it's very good,
34,smalltalk.appraisal.good,that's a good idea,
34,smalltalk.appraisal.good,it's good,
34,smalltalk.appraisal.good,that is good,
34,smalltalk.appraisal.good,really well,
34,smalltalk.appraisal.good,oh well,
34,smalltalk.appraisal.good,that's sweet of you,
34,smalltalk.appraisal.good,that's perfect,
34,smalltalk.appraisal.good,that's wonderful,
34,smalltalk.appraisal.good,very nice,
34,smalltalk.appraisal.good,that's pretty good,
34,smalltalk.appraisal.good,sweet,
34,smalltalk.appraisal.good,it's very good,
34,smalltalk.appraisal.good,glad to hear it,
34,smalltalk.appraisal.good,much better,
34,smalltalk.appraisal.good,good very good,
34,smalltalk.appraisal.good,that is wonderful,
34,smalltalk.appraisal.good,fine,
34,smalltalk.appraisal.good,that was awesome,
34,smalltalk.appraisal.good,that was pretty good,
34,smalltalk.appraisal.good,that was cute,
34,smalltalk.appraisal.good,that's really nice,
34,smalltalk.appraisal.good,that's much better,
34,smalltalk.appraisal.good,fantastic,
34,smalltalk.appraisal.good,not too bad,
34,smalltalk.appraisal.good,ok good,
34,smalltalk.appraisal.good,good to know,
34,smalltalk.appraisal.good,not bad,
34,smalltalk.appraisal.good,glad to hear that,
34,smalltalk.appraisal.good,wonderful,
34,smalltalk.appraisal.good,this is great,
34,smalltalk.appraisal.good,great,
34,smalltalk.appraisal.good,super fantastic,
34,smalltalk.appraisal.good,amazing,
34,smalltalk.appraisal.good,really good,
34,smalltalk.appraisal.good,good for you,
34,smalltalk.appraisal.good,that's great,
34,smalltalk.appraisal.good,it's amazing,
34,smalltalk.appraisal.good,that's really good,
34,smalltalk.appraisal.good,terrific,
34,smalltalk.appraisal.good,that's nice,
34,smalltalk.appraisal.good,splendid,
34,smalltalk.appraisal.good,that's fantastic,
34,smalltalk.appraisal.good,it is good,
34,smalltalk.appraisal.good,that's cute,
34,smalltalk.appraisal.good,I'm glad to hear that,
34,smalltalk.appraisal.good,perfect,
34,smalltalk.appraisal.good,cool,
34,smalltalk.appraisal.good,straight,
34,smalltalk.appraisal.good,pleasant,
34,smalltalk.appraisal.good,it was good,
34,smalltalk.appraisal.good,so sweet of you,
34,smalltalk.appraisal.good,it is fine,
34,smalltalk.appraisal.good,so cool,
34,smalltalk.appraisal.good,pretty good,
34,smalltalk.appraisal.good,so good,
34,smalltalk.appraisal.good,marvelous,
34,smalltalk.appraisal.good,this is awesome,
34,smalltalk.appraisal.good,okay good,
34,smalltalk.appraisal.good,very then,
34,smalltalk.appraisal.good,that's awesome,
34,smalltalk.appraisal.good,very well,
34,smalltalk.appraisal.good,that was very good,
34,smalltalk.appraisal.good,very good,
34,smalltalk.appraisal.good,it's great,
34,smalltalk.appraisal.good,that's amazing,
34,smalltalk.appraisal.good,that is awesome,
34,smalltalk.appraisal.good,that's very nice,
34,smalltalk.appraisal.good,that's great,
34,smalltalk.appraisal.good,that was amazing,
34,smalltalk.appraisal.good,that's fine,
34,smalltalk.appraisal.good,good,
34,smalltalk.appraisal.good,that was good,
34,smalltalk.appraisal.good,nice,
34,smalltalk.appraisal.good,this is good,
34,smalltalk.appraisal.good,really nice,
34,smalltalk.appraisal.good,that's not bad,
34,smalltalk.appraisal.good,no it's okay,
34,smalltalk.appraisal.good,it's awesome,
34,smalltalk.appraisal.good,that's very nice of you,
34,smalltalk.appraisal.good,it's great,
34,smalltalk.appraisal.good,that's fine,
34,smalltalk.appraisal.good,super,
34,smalltalk.appraisal.good,good thing,
34,smalltalk.appraisal.good,excellent,
35,smalltalk.appraisal.no_problem,no worries,Terrific!
35,smalltalk.appraisal.no_problem,don't worry there's no problem,Good deal.
35,smalltalk.appraisal.no_problem,no problem,
35,smalltalk.appraisal.no_problem,no problem about that,
35,smalltalk.appraisal.no_problem,there's no problem,
35,smalltalk.appraisal.no_problem,don't worry,
35,smalltalk.appraisal.no_problem,sure no problem,
35,smalltalk.appraisal.no_problem,no probs,
36,smalltalk.appraisal.thank_you,thanks again,Anytime. That's what I'm here for.
36,smalltalk.appraisal.thank_you,all thank you,It's my pleasure to help.
36,smalltalk.appraisal.thank_you,well thank you,
36,smalltalk.appraisal.thank_you,thank you so much,
36,smalltalk.appraisal.thank_you,great thank you,
36,smalltalk.appraisal.thank_you,thank you again,
36,smalltalk.appraisal.thank_you,thnx,
36,smalltalk.appraisal.thank_you,thanks for your help,
36,smalltalk.appraisal.thank_you,appreciate your help,
36,smalltalk.appraisal.thank_you,I thank you,
36,smalltalk.appraisal.thank_you,perfect thank you,
36,smalltalk.appraisal.thank_you,well thanks,
36,smalltalk.appraisal.thank_you,thank you my friend,
36,smalltalk.appraisal.thank_you,thank you that will be all,
36,smalltalk.appraisal.thank_you,thank you,
36,smalltalk.appraisal.thank_you,I appreciate it,
36,smalltalk.appraisal.thank_you,thanks buddy,
36,smalltalk.appraisal.thank_you,cheers,
36,smalltalk.appraisal.thank_you,you helped a lot thank you,
36,smalltalk.appraisal.thank_you,thanks love,
36,smalltalk.appraisal.thank_you,so nice of you,
36,smalltalk.appraisal.thank_you,well thanks,
36,smalltalk.appraisal.thank_you,no thank you that's all,
36,smalltalk.appraisal.thank_you,very good thank you,
36,smalltalk.appraisal.thank_you,thanks a lot,
36,smalltalk.appraisal.thank_you,good thanks,
36,smalltalk.appraisal.thank_you,alright thanks,
36,smalltalk.appraisal.thank_you,thank you for your help,
36,smalltalk.appraisal.thank_you,thanks so much,
36,smalltalk.appraisal.thank_you,terrific thank you,
36,smalltalk.appraisal.thank_you,thanks,
36,smalltalk.appraisal.thank_you,alright thank you,
36,smalltalk.appraisal.thank_you,thanx,
36,smalltalk.appraisal.thank_you,thank you,
36,smalltalk.appraisal.thank_you,nice thank you,
37,smalltalk.appraisal.welcome,you're so welcome,I appreciate it.
37,smalltalk.appraisal.welcome,that's my pleasure,Such nice manners you have.
37,smalltalk.appraisal.welcome,anytime,
37,smalltalk.appraisal.welcome,anything you want,
37,smalltalk.appraisal.welcome,my pleasure,
37,smalltalk.appraisal.welcome,welcome,
37,smalltalk.appraisal.welcome,welcome here,
37,smalltalk.appraisal.welcome,sure welcome,
37,smalltalk.appraisal.welcome,you're welcome,
38,smalltalk.appraisal.well_done,great work,My pleasure.
38,smalltalk.appraisal.well_done,good work,Glad I could help.
38,smalltalk.appraisal.well_done,bravo,
38,smalltalk.appraisal.well_done,way to go,
38,smalltalk.appraisal.well_done,good job,
38,smalltalk.appraisal.well_done,nice work,
38,smalltalk.appraisal.well_done,amazing work,
38,smalltalk.appraisal.well_done,well done,
38,smalltalk.appraisal.well_done,great job,
39,smalltalk.confirmation.cancel,nevermind forget about it,Cancelled! Let me know what I should do next.
39,smalltalk.confirmation.cancel,nothing just forget it,Cancelled. Waiting for more commands.
39,smalltalk.confirmation.cancel,no just cancel,Cancelled! Just tell me what you'd like me to do next.
39,smalltalk.confirmation.cancel,no cancel cancel,Cancelled. Go on with the commands!
39,smalltalk.confirmation.cancel,sorry cancel,
39,smalltalk.confirmation.cancel,disregard,
39,smalltalk.confirmation.cancel,forget,
39,smalltalk.confirmation.cancel,i want to cancel,
39,smalltalk.confirmation.cancel,cancel everything,
39,smalltalk.confirmation.cancel,annul,
39,smalltalk.confirmation.cancel,cancel that one,
39,smalltalk.confirmation.cancel,cancelled,
39,smalltalk.confirmation.cancel,now cancel,
39,smalltalk.confirmation.cancel,cancel all,
39,smalltalk.confirmation.cancel,cancel now,
39,smalltalk.confirmation.cancel,forget about it,
39,smalltalk.confirmation.cancel,skip it,
39,smalltalk.confirmation.cancel,don't do that,
39,smalltalk.confirmation.cancel,just forget it,
39,smalltalk.confirmation.cancel,skip skip skip,
39,smalltalk.confirmation.cancel,just stop it,
39,smalltalk.confirmation.cancel,no cancel everything,
39,smalltalk.confirmation.cancel,forget that,
39,smalltalk.confirmation.cancel,no just cancel it,
39,smalltalk.confirmation.cancel,cancel that cancel that,
39,smalltalk.confirmation.cancel,i said cancel,
39,smalltalk.confirmation.cancel,cancel it,
39,smalltalk.confirmation.cancel,no stop,
39,smalltalk.confirmation.cancel,cancel all that,
39,smalltalk.confirmation.cancel,i said cancel it,
39,smalltalk.confirmation.cancel,forget about that,
39,smalltalk.confirmation.cancel,abort,
39,smalltalk.confirmation.cancel,i said forget it,
39,smalltalk.confirmation.cancel,nothing cancel,
39,smalltalk.confirmation.cancel,no cancel this,
39,smalltalk.confirmation.cancel,I said cancel cancel,
39,smalltalk.confirmation.cancel,just cancel it,
39,smalltalk.confirmation.cancel,i want to cancel it,
39,smalltalk.confirmation.cancel,cancel the whole thing,
39,smalltalk.confirmation.cancel,can you cancel that,
39,smalltalk.confirmation.cancel,can you cancel it,
39,smalltalk.confirmation.cancel,just forget about it,
39,smalltalk.confirmation.cancel,forget this,
39,smalltalk.confirmation.cancel,stop it,
39,smalltalk.confirmation.cancel,stop,
39,smalltalk.confirmation.cancel,just forget,
39,smalltalk.confirmation.cancel,discard,
39,smalltalk.confirmation.cancel,i would like to cancel,
39,smalltalk.confirmation.cancel,cancel it,
39,smalltalk.confirmation.cancel,disregard that,
39,smalltalk.confirmation.cancel,cancel my request,
39,smalltalk.confirmation.cancel,so cancel,
39,smalltalk.confirmation.cancel,cancel request,
39,smalltalk.confirmation.cancel,cancel,
39,smalltalk.confirmation.cancel,cancel all this,
39,smalltalk.confirmation.cancel,cancel this request,
39,smalltalk.confirmation.cancel,skip,
39,smalltalk.confirmation.cancel,forget it nevermind,
39,smalltalk.confirmation.cancel,dismiss,
39,smalltalk.confirmation.cancel,cancel it cancel it,
39,smalltalk.confirmation.cancel,but can you cancel it,
39,smalltalk.confirmation.cancel,dismissed,
39,smalltalk.confirmation.cancel,do nothing,
40,smalltalk.confirmation.no,not at this time,Okay.
40,smalltalk.confirmation.no,don't,I see.
40,smalltalk.confirmation.no,not exactly,I understand.
40,smalltalk.confirmation.no,absolutely no,Okay then.
40,smalltalk.confirmation.no,of course not,
40,smalltalk.confirmation.no,never,
40,smalltalk.confirmation.no,no forget,
40,smalltalk.confirmation.no,not needed,
40,smalltalk.confirmation.no,do not,
40,smalltalk.confirmation.no,sorry no,
40,smalltalk.confirmation.no,not interested,
40,smalltalk.confirmation.no,no don't,
40,smalltalk.confirmation.no,nah,
40,smalltalk.confirmation.no,no that's wrong,
40,smalltalk.confirmation.no,not today,
40,smalltalk.confirmation.no,na,
40,smalltalk.confirmation.no,not that,
40,smalltalk.confirmation.no,no sorry,
40,smalltalk.confirmation.no,nooo,
40,smalltalk.confirmation.no,I think no,
40,smalltalk.confirmation.no,let 's not,
40,smalltalk.confirmation.no,I don't want that,
40,smalltalk.confirmation.no,no I don't,
40,smalltalk.confirmation.no,no do not,
40,smalltalk.confirmation.no,no incorrect,
40,smalltalk.confirmation.no,not really,
40,smalltalk.confirmation.no,I don't want,
40,smalltalk.confirmation.no,nope sorry,
40,smalltalk.confirmation.no,no don't do that,
40,smalltalk.confirmation.no,no it's not,
40,smalltalk.confirmation.no,absolutely not,
40,smalltalk.confirmation.no,no,
40,smalltalk.confirmation.no,no never,
40,smalltalk.confirmation.no,not right now thanks,
40,smalltalk.confirmation.no,no thank you though,
40,smalltalk.confirmation.no,no need thanks,
40,smalltalk.confirmation.no,no just no,
40,smalltalk.confirmation.no,no need,
40,smalltalk.confirmation.no,how about no,
40,smalltalk.confirmation.no,not this,
40,smalltalk.confirmation.no,I say no,
40,smalltalk.confirmation.no,definitely not,
40,smalltalk.confirmation.no,I'm not,
40,smalltalk.confirmation.no,don't,
40,smalltalk.confirmation.no,no but thank you,
40,smalltalk.confirmation.no,thanks but no thanks,
40,smalltalk.confirmation.no,I said no,
40,smalltalk.confirmation.no,no thanks,
40,smalltalk.confirmation.no,don t have a sense,
40,smalltalk.confirmation.no,actually no,
40,smalltalk.confirmation.no,I disagree,
40,smalltalk.confirmation.no,no thank you not right now,
40,smalltalk.confirmation.no,not really no,
40,smalltalk.confirmation.no,I don't think so,
40,smalltalk.confirmation.no,I don't want to,
40,smalltalk.confirmation.no,no thanks not right now,
40,smalltalk.confirmation.no,no I would not,
40,smalltalk.confirmation.no,no leave it,
40,smalltalk.confirmation.no,disagree,
40,smalltalk.confirmation.no,no way,
40,smalltalk.confirmation.no,apparently not,
40,smalltalk.confirmation.no,not this time,
40,smalltalk.confirmation.no,no thank you very much,
40,smalltalk.confirmation.no,no tanks,
40,smalltalk.confirmation.no,nope,
40,smalltalk.confirmation.no,no actually,
40,smalltalk.confirmation.no,no that's fine thank you,
40,smalltalk.confirmation.no,no it isn't,
41,smalltalk.confirmation.yes,yeah right,Great!
41,smalltalk.confirmation.yes,that is ok,Of course.
41,smalltalk.confirmation.yes,go for it,Sure.
41,smalltalk.confirmation.yes,okey,Indeed.
41,smalltalk.confirmation.yes,ya,
41,smalltalk.confirmation.yes,I agree,
41,smalltalk.confirmation.yes,ok yes,
41,smalltalk.confirmation.yes,okay that's fine,
41,smalltalk.confirmation.yes,I guess,
41,smalltalk.confirmation.yes,ye,
41,smalltalk.confirmation.yes,ok sure,
41,smalltalk.confirmation.yes,obviously,
41,smalltalk.confirmation.yes,yeah exactly,
41,smalltalk.confirmation.yes,yes it is,
41,smalltalk.confirmation.yes,yeh,
41,smalltalk.confirmation.yes,ok,
41,smalltalk.confirmation.yes,I do,
41,smalltalk.confirmation.yes,certainly,
41,smalltalk.confirmation.yes,right,
41,smalltalk.confirmation.yes,sure thing,
41,smalltalk.confirmation.yes,ok go ahead,
41,smalltalk.confirmation.yes,yes this is correct,
41,smalltalk.confirmation.yes,yes correct,
41,smalltalk.confirmation.yes,sure is,
41,smalltalk.confirmation.yes,yeah go ahead,
41,smalltalk.confirmation.yes,why not,
41,smalltalk.confirmation.yes,okie dokie,
41,smalltalk.confirmation.yes,yea,
41,smalltalk.confirmation.yes,yes,
41,smalltalk.confirmation.yes,yeah that's right,
41,smalltalk.confirmation.yes,yes indeed,
41,smalltalk.confirmation.yes,okay,
41,smalltalk.confirmation.yes,absolutely,
41,smalltalk.confirmation.yes,of course,
41,smalltalk.confirmation.yes,yep,
41,smalltalk.confirmation.yes,okay sounds good,
41,smalltalk.confirmation.yes,sure why not,
41,smalltalk.confirmation.yes,okay then,
41,smalltalk.confirmation.yes,yap,
41,smalltalk.confirmation.yes,ok thank you,
41,smalltalk.confirmation.yes,this is correct,
41,smalltalk.confirmation.yes,yup,
41,smalltalk.confirmation.yes,yes sure,
41,smalltalk.confirmation.yes,looks good,
41,smalltalk.confirmation.yes,yes definitely,
41,smalltalk.confirmation.yes,sure,
41,smalltalk.confirmation.yes,go ahead,
41,smalltalk.confirmation.yes,all right,
41,smalltalk.confirmation.yes,yes thank you,
41,smalltalk.confirmation.yes,yes I agree,
41,smalltalk.confirmation.yes,do it,
41,smalltalk.confirmation.yes,yes it is correct,
41,smalltalk.confirmation.yes,confirmed,
41,smalltalk.confirmation.yes,affirmative,
41,smalltalk.confirmation.yes,yes I would like to,
41,smalltalk.confirmation.yes,definitely,
41,smalltalk.confirmation.yes,ok you can,
41,smalltalk.confirmation.yes,oh yes,
41,smalltalk.confirmation.yes,yeah,
41,smalltalk.confirmation.yes,alrighty,
41,smalltalk.confirmation.yes,that s okay,
41,smalltalk.confirmation.yes,yes you may,
41,smalltalk.confirmation.yes,yeah of course,
41,smalltalk.confirmation.yes,I think so,
41,smalltalk.confirmation.yes,of course why not,
41,smalltalk.confirmation.yes,yeah I'm sure,
41,smalltalk.confirmation.yes,yes of course,
41,smalltalk.confirmation.yes,please do,
41,smalltalk.confirmation.yes,sounds good,
41,smalltalk.confirmation.yes,exactly,
41,smalltalk.confirmation.yes,yes I do,
41,smalltalk.confirmation.yes,yes for sure,
42,smalltalk.dialog.hold_on,oh wait,Okay. I'm here.
42,smalltalk.dialog.hold_on,could you wait,I'll be waiting.
42,smalltalk.dialog.hold_on,don't rush,
42,smalltalk.dialog.hold_on,wait a second,
42,smalltalk.dialog.hold_on,wait hold on,
42,smalltalk.dialog.hold_on,hold on,
42,smalltalk.dialog.hold_on,wait,
42,smalltalk.dialog.hold_on,wait please,
43,smalltalk.dialog.hug,wanna hug,Oh. I'm really feeling the love today.
43,smalltalk.dialog.hug,a hug,Hug it out. You'll feel better afterwards.
43,smalltalk.dialog.hug,you hugged,
43,smalltalk.dialog.hug,I want a hug,
43,smalltalk.dialog.hug,hugging,
43,smalltalk.dialog.hug,hugged me,
43,smalltalk.dialog.hug,may I hug you,
43,smalltalk.dialog.hug,want a hug,
43,smalltalk.dialog.hug,could you give me a hug,
43,smalltalk.dialog.hug,hug me,
43,smalltalk.dialog.hug,hug,
43,smalltalk.dialog.hug,do you want a hug,
43,smalltalk.dialog.hug,hugging me,
43,smalltalk.dialog.hug,hug you,
43,smalltalk.dialog.hug,hugged,
44,smalltalk.dialog.i_do_not_care,not caring at all,"Ok, let's not talk about it then."
44,smalltalk.dialog.i_do_not_care,I don't care at all,
44,smalltalk.dialog.i_do_not_care,whatever,
44,smalltalk.dialog.i_do_not_care,not caring,
44,smalltalk.dialog.i_do_not_care,I do not care,
44,smalltalk.dialog.i_do_not_care,don't care at all,
44,smalltalk.dialog.i_do_not_care,not care at all,
44,smalltalk.dialog.i_do_not_care,I don't care,
44,smalltalk.dialog.i_do_not_care,I shouldn't care about this,
45,smalltalk.dialog.sorry,sorry,It's okay. No worries.
45,smalltalk.dialog.sorry,I'm sorry,No big deal. I won't hold a grudge.
45,smalltalk.dialog.sorry,ok sorry,It's cool.
45,smalltalk.dialog.sorry,I am so sorry,That's all right. I forgive you.
45,smalltalk.dialog.sorry,alright I'm sorry,
45,smalltalk.dialog.sorry,very sorry,
45,smalltalk.dialog.sorry,apologies,
45,smalltalk.dialog.sorry,I apologize,
45,smalltalk.dialog.sorry,apologies to me,
45,smalltalk.dialog.sorry,I beg your pardon,
45,smalltalk.dialog.sorry,excuse me,
45,smalltalk.dialog.sorry,pardon,
45,smalltalk.dialog.sorry,my apologies,
45,smalltalk.dialog.sorry,sorry about that,
45,smalltalk.dialog.sorry,apologise,
45,smalltalk.dialog.sorry,forgive me,
45,smalltalk.dialog.sorry,I want to say sorry,
45,smalltalk.dialog.sorry,I said sorry,
45,smalltalk.dialog.sorry,apology,
45,smalltalk.dialog.sorry,I am really sorry,
45,smalltalk.dialog.sorry,sorry about this,
45,smalltalk.dialog.sorry,okay I'm sorry,
45,smalltalk.dialog.sorry,excuse,
45,smalltalk.dialog.sorry,really sorry,
46,smalltalk.dialog.what_do_you_mean,is that what you mean,Did that not make sense? Maybe I misunderstood what you said.
46,smalltalk.dialog.what_do_you_mean,what exactly do you mean,Sorry. I think I may have been a little confused by what you said.
46,smalltalk.dialog.what_do_you_mean,what do you mean exactly,
46,smalltalk.dialog.what_do_you_mean,what do you mean,
46,smalltalk.dialog.what_do_you_mean,but what do you mean,
47,smalltalk.dialog.wrong,that was wrong,I'm sorry. Perhaps I misunderstood.
47,smalltalk.dialog.wrong,you are wrong,Sorry. I think I misinterpreted what you said.
47,smalltalk.dialog.wrong,that's wrong,Apologies. That was my mistake.
47,smalltalk.dialog.wrong,it is not right,Oops. Sorry about that. I'm still learning.
47,smalltalk.dialog.wrong,wrong,
47,smalltalk.dialog.wrong,that is incorrect,
47,smalltalk.dialog.wrong,that's not what I asked,
47,smalltalk.dialog.wrong,not correct,
47,smalltalk.dialog.wrong,it's wrong,
47,smalltalk.dialog.wrong,that's not right,
48,smalltalk.emotions.ha_ha,ahahah,"Yeah, I crack myself up too."
48,smalltalk.emotions.ha_ha,hahaha,Laughter is good for you. Keep it up.
48,smalltalk.emotions.ha_ha,ha,See? Now we're having fun.
48,smalltalk.emotions.ha_ha,haha,You have a great laugh.
48,smalltalk.emotions.ha_ha,hehehe,
48,smalltalk.emotions.ha_ha,ha ha ha,
48,smalltalk.emotions.ha_ha,hah,
48,smalltalk.emotions.ha_ha,ahahaha,
48,smalltalk.emotions.ha_ha,haha haha haha,
48,smalltalk.emotions.ha_ha,hahaha very funny,
48,smalltalk.emotions.ha_ha,LMAO,
48,smalltalk.emotions.ha_ha,xd,
48,smalltalk.emotions.ha_ha,lol,
48,smalltalk.emotions.ha_ha,ah,
48,smalltalk.emotions.ha_ha,he,
48,smalltalk.emotions.ha_ha,haha funny,
48,smalltalk.emotions.ha_ha,hahaha funny,
48,smalltalk.emotions.ha_ha,ahah,
48,smalltalk.emotions.ha_ha,ha ha ha ha,
48,smalltalk.emotions.ha_ha,haha that's funny,
48,smalltalk.emotions.ha_ha,huh,
48,smalltalk.emotions.ha_ha,haha very funny,
48,smalltalk.emotions.ha_ha,that's funny,
48,smalltalk.emotions.ha_ha,ah ah ah,
48,smalltalk.emotions.ha_ha,laughing out loud,
48,smalltalk.emotions.ha_ha,hehe,
48,smalltalk.emotions.ha_ha,lmao,
48,smalltalk.emotions.ha_ha,ahaha,
48,smalltalk.emotions.ha_ha,ahah lol,
48,smalltalk.emotions.ha_ha,ha ha,
49,smalltalk.emotions.wow,wow wow,Wow indeed!
49,smalltalk.emotions.wow,wooow,
49,smalltalk.emotions.wow,woah,
49,smalltalk.emotions.wow,wow,
49,smalltalk.emotions.wow,wow wow wow,
50,smalltalk.greetings.bye,bye-bye,See you soon!
50,smalltalk.greetings.bye,bye bye take care,Bye-bye!
50,smalltalk.greetings.bye,thanks bye bye,Till next time!
50,smalltalk.greetings.bye,I must go,Bye.
50,smalltalk.greetings.bye,ok bye,
50,smalltalk.greetings.bye,hope to see you later,
50,smalltalk.greetings.bye,bye,
50,smalltalk.greetings.bye,see you,
50,smalltalk.greetings.bye,leave me alone,
50,smalltalk.greetings.bye,that's it goodbye,
50,smalltalk.greetings.bye,goodbye,
50,smalltalk.greetings.bye,see you soon,
50,smalltalk.greetings.bye,goodbye for now,
50,smalltalk.greetings.bye,talk to you later,
50,smalltalk.greetings.bye,bye for now,
50,smalltalk.greetings.bye,bye bye see you soon,
50,smalltalk.greetings.bye,never mind bye,
50,smalltalk.greetings.bye,goodbye see you later,
50,smalltalk.greetings.bye,good bye,
50,smalltalk.greetings.bye,go to bed,
50,smalltalk.greetings.bye,alright bye,
50,smalltalk.greetings.bye,okay bye,
50,smalltalk.greetings.bye,bye bye see you,
50,smalltalk.greetings.bye,now bye,
50,smalltalk.greetings.bye,I said bye,
50,smalltalk.greetings.bye,see you tomorrow,
50,smalltalk.greetings.bye,get lost,
50,smalltalk.greetings.bye,you can go now,
50,smalltalk.greetings.bye,okay see you later,
50,smalltalk.greetings.bye,see ya,
50,smalltalk.greetings.bye,till next time,
50,smalltalk.greetings.bye,that's all goodbye,
50,smalltalk.greetings.bye,okay thank you bye,
51,smalltalk.greetings.goodevening,hello good evening,How is your day going?
51,smalltalk.greetings.goodevening,good evening there,How's the day treating you so far?
51,smalltalk.greetings.goodevening,good evening to you,How's your day been?
51,smalltalk.greetings.goodevening,hey good evening,
51,smalltalk.greetings.goodevening,evening,
51,smalltalk.greetings.goodevening,good evening,
52,smalltalk.greetings.goodmorning,good morning,How are you this morning?
52,smalltalk.greetings.goodmorning,have a great morning,How's the morning treating you so far?
52,smalltalk.greetings.goodmorning,and a good morning to you,Good morning! How are you today?
52,smalltalk.greetings.goodmorning,good morning to you,
52,smalltalk.greetings.goodmorning,hello good morning,
52,smalltalk.greetings.goodmorning,hi good morning,
52,smalltalk.greetings.goodmorning,good morning too,
52,smalltalk.greetings.goodmorning,morning,
52,smalltalk.greetings.goodmorning,top of the morning to you,
52,smalltalk.greetings.goodmorning,good morning to you,
52,smalltalk.greetings.goodmorning,a good morning,
52,smalltalk.greetings.goodmorning,have a nice morning,
52,smalltalk.greetings.goodmorning,good morning there,
53,smalltalk.greetings.goodnight,good good night,Sleep tight!
53,smalltalk.greetings.goodnight,thanks goodnight,Have a good one!
53,smalltalk.greetings.goodnight,have a good night,Talk to you soon!
53,smalltalk.greetings.goodnight,thank you good night,
53,smalltalk.greetings.goodnight,good night to you,
53,smalltalk.greetings.goodnight,goodnight,
53,smalltalk.greetings.goodnight,night,
53,smalltalk.greetings.goodnight,okay have a good night,
53,smalltalk.greetings.goodnight,good night for now,
53,smalltalk.greetings.goodnight,good tonight,
53,smalltalk.greetings.goodnight,bye good night,
53,smalltalk.greetings.goodnight,bye good night,
53,smalltalk.greetings.goodnight,sweet dreams,
53,smalltalk.greetings.goodnight,good night see you tomorrow,
53,smalltalk.greetings.goodnight,good night,
53,smalltalk.greetings.goodnight,night,
53,smalltalk.greetings.goodnight,have a good night,
53,smalltalk.greetings.goodnight,alright goodnight,
53,smalltalk.greetings.goodnight,good night bye,
54,smalltalk.greetings.hello,hey,"Hi there, friend!"
54,smalltalk.greetings.hello,hi,Hey!
54,smalltalk.greetings.hello,I greet you,Good day!
54,smalltalk.greetings.hello,afternoon,Howdy.
54,smalltalk.greetings.hello,hi there,
54,smalltalk.greetings.hello,hi there,
54,smalltalk.greetings.hello,hey there,
54,smalltalk.greetings.hello,heya,
54,smalltalk.greetings.hello,hello there,
54,smalltalk.greetings.hello,hello,
54,smalltalk.greetings.hello,just going to say hi,
54,smalltalk.greetings.hello,greetings,
54,smalltalk.greetings.hello,a good day,
54,smalltalk.greetings.hello,long time no see,
54,smalltalk.greetings.hello,lovely day isn't it,
54,smalltalk.greetings.hello,howdy,
54,smalltalk.greetings.hello,hello hi,
54,smalltalk.greetings.hello,hello again,
55,smalltalk.greetings.how_are_you,is everything okay,Wonderful as always. Thanks for asking.
55,smalltalk.greetings.how_are_you,how do you do,Couldn't be better.
55,smalltalk.greetings.how_are_you,how is your evening,"Lovely, thanks."
55,smalltalk.greetings.how_are_you,how are you,
55,smalltalk.greetings.how_are_you,how do you feel,
55,smalltalk.greetings.how_are_you,how is it,
55,smalltalk.greetings.how_are_you,are you okay,
55,smalltalk.greetings.how_are_you,how is it going,
55,smalltalk.greetings.how_are_you,how your day is going,
55,smalltalk.greetings.how_are_you,how are you feeling,
55,smalltalk.greetings.how_are_you,how are you going,
55,smalltalk.greetings.how_are_you,how about you,
55,smalltalk.greetings.how_are_you,how has your day been,
55,smalltalk.greetings.how_are_you,how is your day going,
55,smalltalk.greetings.how_are_you,hope you re having a pleasant evening,
55,smalltalk.greetings.how_are_you,how are you today,
55,smalltalk.greetings.how_are_you,what about your day,
55,smalltalk.greetings.how_are_you,how is your day,
55,smalltalk.greetings.how_are_you,how is your day going,
55,smalltalk.greetings.how_are_you,how are the things going,
55,smalltalk.greetings.how_are_you,are you having a good day,
55,smalltalk.greetings.how_are_you,how is your life,
55,smalltalk.greetings.how_are_you,what was your day like,
55,smalltalk.greetings.how_are_you,are you alright,
55,smalltalk.greetings.how_are_you,I'm fine and you,
55,smalltalk.greetings.how_are_you,how are you doing this morning,
55,smalltalk.greetings.how_are_you,how has your day been going,
55,smalltalk.greetings.how_are_you,how's your day,
55,smalltalk.greetings.how_are_you,how was your day,
55,smalltalk.greetings.how_are_you,how are you getting on,
55,smalltalk.greetings.how_are_you,are you having a good day,
55,smalltalk.greetings.how_are_you,how's your day going,
55,smalltalk.greetings.how_are_you,how is your day going on,
55,smalltalk.greetings.how_are_you,is everything all right,
55,smalltalk.greetings.how_are_you,how is your morning so far,
55,smalltalk.greetings.how_are_you,how is your morning going,
55,smalltalk.greetings.how_are_you,how is your day being,
55,smalltalk.greetings.how_are_you,hope your day is going well,
55,smalltalk.greetings.how_are_you,how's life,
55,smalltalk.greetings.how_are_you,how are you doing,
56,smalltalk.greetings.nice_to_meet_you,it was very nice to meet you,I think this is the beginning of a beautiful friendship.
56,smalltalk.greetings.nice_to_meet_you,pleasure to meet you,I'm looking forward to working with you.
56,smalltalk.greetings.nice_to_meet_you,pleasure to meet you too,Likewise. I look forward to getting to know you better.
